,0,i,j,kper,obsnme
hds_00_003_016_024,2.35390329360962,3,16,24,hds_00_003_016_000
hds_00_003_016_025,-9.11868667602539,3,16,25,hds_00_003_016_000
hds_00_003_016_026,13.8698310852051,3,16,26,hds_00_003_016_000
hds_00_003_016_027,5.91801643371582,3,16,27,hds_00_003_016_000
hds_00_003_016_028,14.8383893966675,3,16,28,hds_00_003_016_000
hds_00_003_016_029,19.2025165557861,3,16,29,hds_00_003_016_000
hds_00_003_016_030,18.2175884246826,3,16,30,hds_00_003_016_000
hds_00_003_016_031,21.7091941833496,3,16,31,hds_00_003_016_000
hds_00_003_016_032,28.2537822723389,3,16,32,hds_00_003_016_000
hds_00_003_016_033,22.6759376525879,3,16,33,hds_00_003_016_000
hds_00_003_016_034,22.766117095947298,3,16,34,hds_00_003_016_000
hds_00_003_016_035,27.366512298584,3,16,35,hds_00_003_016_000
hds_00_003_016_036,26.9399852752686,3,16,36,hds_00_003_016_000
hds_00_003_016_037,30.606698989868196,3,16,37,hds_00_003_016_000
hds_00_003_016_038,30.2056179046631,3,16,38,hds_00_003_016_000
hds_00_003_016_039,31.8517875671387,3,16,39,hds_00_003_016_000
hds_00_003_016_040,27.531427383422898,3,16,40,hds_00_003_016_000
hds_00_003_016_041,29.5106220245361,3,16,41,hds_00_003_016_000
hds_00_003_016_042,29.049501419067397,3,16,42,hds_00_003_016_000
hds_00_003_016_043,35.2222671508789,3,16,43,hds_00_003_016_000
hds_00_003_016_044,35.3854484558105,3,16,44,hds_00_003_016_000
hds_00_003_016_045,36.018486022949205,3,16,45,hds_00_003_016_000
hds_00_003_016_046,35.2952156066895,3,16,46,hds_00_003_016_000
hds_00_003_016_047,36.1177978515625,3,16,47,hds_00_003_016_000
hds_00_003_016_048,36.829460144043004,3,16,48,hds_00_003_016_000
hds_00_003_016_049,36.853057861328104,3,16,49,hds_00_003_016_000
hds_00_003_016_050,36.703369140625,3,16,50,hds_00_003_016_000
hds_00_003_016_051,36.408599853515604,3,16,51,hds_00_003_016_000
hds_00_003_016_052,36.7814903259277,3,16,52,hds_00_003_016_000
hds_00_003_016_053,36.5766944885254,3,16,53,hds_00_003_016_000
hds_00_003_016_054,36.7258529663086,3,16,54,hds_00_003_016_000
hds_00_003_016_055,36.9587287902832,3,16,55,hds_00_003_016_000
hds_00_003_016_056,35.9891510009766,3,16,56,hds_00_003_016_000
hds_00_003_016_057,36.412803649902294,3,16,57,hds_00_003_016_000
hds_00_003_016_058,35.9489135742188,3,16,58,hds_00_003_016_000
hds_00_003_016_059,36.426441192627,3,16,59,hds_00_003_016_000
hds_00_003_016_060,36.851203918456996,3,16,60,hds_00_003_016_000
hds_00_003_016_061,36.947029113769496,3,16,61,hds_00_003_016_000
hds_00_003_016_062,36.7293357849121,3,16,62,hds_00_003_016_000
hds_00_003_016_063,37.3640098571777,3,16,63,hds_00_003_016_000
hds_00_003_016_064,36.2105369567871,3,16,64,hds_00_003_016_000
hds_00_003_016_065,36.849334716796896,3,16,65,hds_00_003_016_000
hds_00_003_016_066,36.6363868713379,3,16,66,hds_00_003_016_000
hds_00_003_016_067,36.770271301269496,3,16,67,hds_00_003_016_000
hds_00_003_016_068,35.9842681884766,3,16,68,hds_00_003_016_000
hds_00_003_016_069,36.6570472717285,3,16,69,hds_00_003_016_000
hds_00_003_016_070,36.7970314025879,3,16,70,hds_00_003_016_000
hds_00_003_016_071,36.330314636230504,3,16,71,hds_00_003_016_000
hds_00_003_016_072,35.2798652648926,3,16,72,hds_00_003_016_000
hds_00_003_016_073,36.309139251709,3,16,73,hds_00_003_016_000
hds_00_003_016_074,36.2906608581543,3,16,74,hds_00_003_016_000
hds_00_003_016_075,36.90769577026371,3,16,75,hds_00_003_016_000
hds_00_003_016_076,36.484992980956996,3,16,76,hds_00_003_016_000
hds_00_003_016_077,36.967033386230504,3,16,77,hds_00_003_016_000
hds_00_003_016_078,37.0655288696289,3,16,78,hds_00_003_016_000
hds_00_003_016_079,36.313137054443395,3,16,79,hds_00_003_016_000
hds_00_003_016_080,36.838203430175795,3,16,80,hds_00_003_016_000
hds_00_003_016_081,36.919548034668004,3,16,81,hds_00_003_016_000
hds_00_003_016_082,36.706947326660206,3,16,82,hds_00_003_016_000
hds_00_003_016_083,37.256874084472706,3,16,83,hds_00_003_016_000
hds_00_003_016_084,36.547882080078104,3,16,84,hds_00_003_016_000
hds_00_003_016_085,36.94435501098629,3,16,85,hds_00_003_016_000
hds_00_003_016_086,36.7459144592285,3,16,86,hds_00_003_016_000
hds_00_003_016_087,37.3098106384277,3,16,87,hds_00_003_016_000
hds_00_003_016_088,36.922191619873,3,16,88,hds_00_003_016_000
hds_00_003_016_089,37.2446174621582,3,16,89,hds_00_003_016_000
hds_00_003_016_090,36.886680603027294,3,16,90,hds_00_003_016_000
hds_00_003_016_091,36.4433135986328,3,16,91,hds_00_003_016_000
hds_00_003_016_092,36.690238952636705,3,16,92,hds_00_003_016_000
hds_00_003_016_093,37.1480484008789,3,16,93,hds_00_003_016_000
hds_00_003_016_094,36.7810859680176,3,16,94,hds_00_003_016_000
hds_00_003_016_095,37.2601737976074,3,16,95,hds_00_003_016_000
hds_00_003_016_096,36.9330291748047,3,16,96,hds_00_003_016_000
hds_00_003_016_097,36.9858741760254,3,16,97,hds_00_003_016_000
hds_00_003_016_098,36.260826110839794,3,16,98,hds_00_003_016_000
hds_00_003_016_099,37.161769866943395,3,16,99,hds_00_003_016_000
hds_00_003_016_100,36.281181335449205,3,16,100,hds_00_003_016_000
hds_00_003_016_101,37.0412178039551,3,16,101,hds_00_003_016_000
hds_00_003_016_102,36.997123718261705,3,16,102,hds_00_003_016_000
hds_00_003_016_103,36.8191909790039,3,16,103,hds_00_003_016_000
hds_00_003_016_104,37.1655387878418,3,16,104,hds_00_003_016_000
hds_00_003_016_105,37.4239616394043,3,16,105,hds_00_003_016_000
hds_00_003_016_106,37.1080436706543,3,16,106,hds_00_003_016_000
hds_00_003_016_107,36.833442687988295,3,16,107,hds_00_003_016_000
hds_00_003_016_108,36.9234504699707,3,16,108,hds_00_003_016_000
hds_00_003_016_109,36.978828430175795,3,16,109,hds_00_003_016_000
hds_00_003_016_110,37.127189636230504,3,16,110,hds_00_003_016_000
hds_00_003_016_111,37.226879119873,3,16,111,hds_00_003_016_000
hds_00_003_016_112,37.20607376098629,3,16,112,hds_00_003_016_000
hds_00_003_016_113,37.1400909423828,3,16,113,hds_00_003_016_000
hds_00_003_016_114,37.424751281738295,3,16,114,hds_00_003_016_000
hds_00_003_016_115,37.2134208679199,3,16,115,hds_00_003_016_000
hds_00_003_016_116,37.200675964355504,3,16,116,hds_00_003_016_000
hds_00_003_016_117,37.45151901245121,3,16,117,hds_00_003_016_000
hds_00_003_016_118,37.738517761230504,3,16,118,hds_00_003_016_000
hds_00_003_016_119,37.282539367675795,3,16,119,hds_00_003_016_000
hds_00_003_016_120,37.442070007324205,3,16,120,hds_00_003_016_000
hds_00_003_016_121,37.2801628112793,3,16,121,hds_00_003_016_000
hds_00_003_016_122,37.4287986755371,3,16,122,hds_00_003_016_000
hds_00_003_016_123,37.285697937011705,3,16,123,hds_00_003_016_000
hds_00_003_016_124,37.6097373962402,3,16,124,hds_00_003_016_000
hds_00_003_016_125,37.4691047668457,3,16,125,hds_00_003_016_000
hds_00_003_016_126,37.3739738464355,3,16,126,hds_00_003_016_000
hds_00_003_016_127,37.321868896484396,3,16,127,hds_00_003_016_000
hds_00_003_016_128,37.5671424865723,3,16,128,hds_00_003_016_000
hds_00_003_016_129,37.525520324706996,3,16,129,hds_00_003_016_000
hds_00_003_016_130,37.1129302978516,3,16,130,hds_00_003_016_000
hds_00_003_016_131,37.6444702148438,3,16,131,hds_00_003_016_000
hds_00_003_016_132,37.2756576538086,3,16,132,hds_00_003_016_000
hds_00_003_016_133,37.625270843505895,3,16,133,hds_00_003_016_000
hds_00_003_016_134,37.542163848877,3,16,134,hds_00_003_016_000
hds_00_003_016_135,37.342964172363295,3,16,135,hds_00_003_016_000
hds_00_003_016_136,37.3171539306641,3,16,136,hds_00_003_016_000
hds_00_003_016_137,37.1369743347168,3,16,137,hds_00_003_016_000
hds_00_003_016_138,37.1344413757324,3,16,138,hds_00_003_016_000
hds_00_003_016_139,37.2335357666016,3,16,139,hds_00_003_016_000
hds_00_003_016_140,37.4614486694336,3,16,140,hds_00_003_016_000
hds_00_003_016_141,37.3446769714355,3,16,141,hds_00_003_016_000
hds_00_003_016_142,37.302040100097706,3,16,142,hds_00_003_016_000
hds_00_003_016_143,37.3823356628418,3,16,143,hds_00_003_016_000
hds_00_003_016_144,37.3896598815918,3,16,144,hds_00_003_016_000
hds_00_003_016_145,37.2407684326172,3,16,145,hds_00_003_016_000
hds_00_003_016_146,37.4387359619141,3,16,146,hds_00_003_016_000
hds_00_003_016_147,37.5928230285645,3,16,147,hds_00_003_016_000
hds_00_003_016_148,37.2843475341797,3,16,148,hds_00_003_016_000
hds_00_003_016_149,37.365394592285206,3,16,149,hds_00_003_016_000
hds_00_003_016_150,37.3430595397949,3,16,150,hds_00_003_016_000
hds_00_003_016_151,37.27720260620121,3,16,151,hds_00_003_016_000
hds_00_003_016_152,37.377170562744105,3,16,152,hds_00_003_016_000
hds_00_003_016_153,37.456470489502,3,16,153,hds_00_003_016_000
hds_00_003_016_154,37.504299163818395,3,16,154,hds_00_003_016_000
hds_00_003_016_155,37.474578857421896,3,16,155,hds_00_003_016_000
hds_00_003_016_156,37.357109069824205,3,16,156,hds_00_003_016_000
hds_00_003_016_157,37.469810485839794,3,16,157,hds_00_003_016_000
hds_00_003_016_158,37.4161224365234,3,16,158,hds_00_003_016_000
hds_00_003_016_159,37.52720260620121,3,16,159,hds_00_003_016_000
hds_00_003_016_160,37.4431610107422,3,16,160,hds_00_003_016_000
hds_00_003_016_161,37.358715057373,3,16,161,hds_00_003_016_000
hds_00_003_016_162,37.6381034851074,3,16,162,hds_00_003_016_000
hds_00_003_016_163,37.3894462585449,3,16,163,hds_00_003_016_000
hds_00_003_016_164,37.256862640380895,3,16,164,hds_00_003_016_000
hds_00_003_016_165,37.4158782958984,3,16,165,hds_00_003_016_000
hds_00_003_016_166,37.434055328369105,3,16,166,hds_00_003_016_000
hds_00_003_016_167,37.2280921936035,3,16,167,hds_00_003_016_000
hds_00_003_016_168,37.4496269226074,3,16,168,hds_00_003_016_000
hds_00_003_016_169,37.3110198974609,3,16,169,hds_00_003_016_000
hds_00_003_016_170,37.4613265991211,3,16,170,hds_00_003_016_000
hds_00_003_016_171,37.67236328125,3,16,171,hds_00_003_016_000
hds_00_003_016_172,37.3564033508301,3,16,172,hds_00_003_016_000
hds_00_003_016_173,37.681468963623,3,16,173,hds_00_003_016_000
hds_00_003_016_174,37.5999870300293,3,16,174,hds_00_003_016_000
hds_00_003_016_175,37.374259948730504,3,16,175,hds_00_003_016_000
hds_00_003_016_176,36.9971771240234,3,16,176,hds_00_003_016_000
hds_00_003_016_177,37.3786125183105,3,16,177,hds_00_003_016_000
hds_00_003_016_178,37.397880554199205,3,16,178,hds_00_003_016_000
hds_00_003_016_179,37.1208724975586,3,16,179,hds_00_003_016_000
hds_00_003_016_180,37.264434814453104,3,16,180,hds_00_003_016_000
hds_00_003_016_181,37.611724853515604,3,16,181,hds_00_003_016_000
hds_00_003_016_182,37.347259521484396,3,16,182,hds_00_003_016_000
hds_00_003_016_183,37.470245361328104,3,16,183,hds_00_003_016_000
hds_00_003_016_184,37.227333068847706,3,16,184,hds_00_003_016_000
hds_00_003_016_185,37.271308898925795,3,16,185,hds_00_003_016_000
hds_00_003_016_186,37.562648773193395,3,16,186,hds_00_003_016_000
hds_00_003_016_187,37.4858360290527,3,16,187,hds_00_003_016_000
hds_00_003_016_188,37.747856140136705,3,16,188,hds_00_003_016_000
hds_00_003_016_189,37.5880012512207,3,16,189,hds_00_003_016_000
hds_00_003_016_190,37.823211669921896,3,16,190,hds_00_003_016_000
hds_00_003_016_191,37.726470947265604,3,16,191,hds_00_003_016_000
hds_00_003_016_192,37.6513633728027,3,16,192,hds_00_003_016_000
hds_00_003_016_193,37.7262001037598,3,16,193,hds_00_003_016_000
hds_00_003_016_194,37.9523162841797,3,16,194,hds_00_003_016_000
hds_00_003_016_195,37.7174224853516,3,16,195,hds_00_003_016_000
hds_00_003_016_196,37.709659576416,3,16,196,hds_00_003_016_000
hds_00_003_016_197,37.387870788574205,3,16,197,hds_00_003_016_000
hds_00_003_016_198,37.680046081543004,3,16,198,hds_00_003_016_000
hds_00_003_016_199,37.404899597168004,3,16,199,hds_00_003_016_000
hds_00_003_016_200,37.233512878418004,3,16,200,hds_00_003_016_000
hds_00_003_016_201,37.3920783996582,3,16,201,hds_00_003_016_000
hds_00_003_016_202,37.423919677734396,3,16,202,hds_00_003_016_000
hds_00_003_016_203,37.3508911132812,3,16,203,hds_00_003_016_000
hds_00_003_016_204,37.612312316894496,3,16,204,hds_00_003_016_000
hds_00_003_016_205,37.702919006347706,3,16,205,hds_00_003_016_000
hds_00_003_016_206,37.441886901855504,3,16,206,hds_00_003_016_000
hds_00_003_016_207,37.4776000976562,3,16,207,hds_00_003_016_000
hds_00_003_016_208,37.4761505126953,3,16,208,hds_00_003_016_000
hds_00_003_016_209,37.2001800537109,3,16,209,hds_00_003_016_000
hds_00_003_016_210,37.3579978942871,3,16,210,hds_00_003_016_000
hds_00_003_016_211,37.3857536315918,3,16,211,hds_00_003_016_000
hds_00_003_016_212,37.826484680175795,3,16,212,hds_00_003_016_000
hds_00_003_016_213,37.518871307373,3,16,213,hds_00_003_016_000
hds_00_003_016_214,37.465507507324205,3,16,214,hds_00_003_016_000
hds_00_003_016_215,37.446506500244105,3,16,215,hds_00_003_016_000
hds_00_003_016_216,37.466766357421896,3,16,216,hds_00_003_016_000
hds_00_003_016_217,37.4165840148926,3,16,217,hds_00_003_016_000
hds_00_003_016_218,37.1322746276855,3,16,218,hds_00_003_016_000
hds_00_003_016_219,37.52894973754879,3,16,219,hds_00_003_016_000
hds_00_003_016_220,37.4247627258301,3,16,220,hds_00_003_016_000
hds_00_003_016_221,37.6018562316895,3,16,221,hds_00_003_016_000
hds_00_003_016_222,37.840629577636705,3,16,222,hds_00_003_016_000
hds_00_003_016_223,37.3848152160645,3,16,223,hds_00_003_016_000
hds_00_003_016_224,37.3538703918457,3,16,224,hds_00_003_016_000
hds_00_003_016_225,37.256519317627,3,16,225,hds_00_003_016_000
hds_00_003_016_226,37.4964714050293,3,16,226,hds_00_003_016_000
hds_00_003_016_227,37.370841979980504,3,16,227,hds_00_003_016_000
hds_00_003_016_228,37.22084426879879,3,16,228,hds_00_003_016_000
hds_00_003_016_229,37.6477699279785,3,16,229,hds_00_003_016_000
hds_00_003_016_230,37.259635925293004,3,16,230,hds_00_003_016_000
hds_00_003_016_231,37.2050323486328,3,16,231,hds_00_003_016_000
hds_00_003_016_232,37.244724273681605,3,16,232,hds_00_003_016_000
hds_00_003_016_233,37.7454376220703,3,16,233,hds_00_003_016_000
hds_00_003_016_234,37.2903709411621,3,16,234,hds_00_003_016_000
hds_00_003_016_235,37.482704162597706,3,16,235,hds_00_003_016_000
hds_00_003_016_236,37.2215423583984,3,16,236,hds_00_003_016_000
hds_00_003_016_237,37.5297241210938,3,16,237,hds_00_003_016_000
hds_00_003_016_238,37.235145568847706,3,16,238,hds_00_003_016_000
hds_00_003_016_239,37.3855972290039,3,16,239,hds_00_003_016_000
hds_00_003_016_240,37.4534912109375,3,16,240,hds_00_003_016_000
hds_00_003_016_241,37.402397155761705,3,16,241,hds_00_003_016_000
hds_00_003_016_242,37.3657646179199,3,16,242,hds_00_003_016_000
hds_00_003_016_243,37.6643714904785,3,16,243,hds_00_003_016_000
hds_00_003_016_244,37.5278282165527,3,16,244,hds_00_003_016_000
hds_00_003_016_245,37.8107490539551,3,16,245,hds_00_003_016_000
hds_00_003_016_246,37.5496711730957,3,16,246,hds_00_003_016_000
hds_00_003_016_247,37.5688018798828,3,16,247,hds_00_003_016_000
hds_00_003_016_248,37.732028961181605,3,16,248,hds_00_003_016_000
hds_00_003_016_249,37.6710815429688,3,16,249,hds_00_003_016_000
hds_00_003_016_250,37.8504180908203,3,16,250,hds_00_003_016_000
hds_00_003_016_251,37.710178375244105,3,16,251,hds_00_003_016_000
hds_00_003_016_252,37.6642303466797,3,16,252,hds_00_003_016_000
hds_00_003_016_253,37.8099021911621,3,16,253,hds_00_003_016_000
hds_00_003_016_254,37.0914764404297,3,16,254,hds_00_003_016_000
hds_00_003_016_255,37.5148124694824,3,16,255,hds_00_003_016_000
hds_00_003_016_256,37.357414245605504,3,16,256,hds_00_003_016_000
hds_00_003_016_257,37.4484977722168,3,16,257,hds_00_003_016_000
hds_00_003_016_258,37.454063415527294,3,16,258,hds_00_003_016_000
hds_00_003_016_259,37.721519470214794,3,16,259,hds_00_003_016_000
hds_00_003_016_260,37.6048240661621,3,16,260,hds_00_003_016_000
hds_00_003_016_261,37.553306579589794,3,16,261,hds_00_003_016_000
hds_00_003_016_262,37.465763092041,3,16,262,hds_00_003_016_000
hds_00_003_016_263,37.408027648925795,3,16,263,hds_00_003_016_000
hds_00_003_016_264,37.7731513977051,3,16,264,hds_00_003_016_000
hds_00_003_016_265,37.059417724609396,3,16,265,hds_00_003_016_000
hds_00_003_016_266,36.994270324706996,3,16,266,hds_00_003_016_000
hds_00_003_016_267,37.263946533203104,3,16,267,hds_00_003_016_000
hds_00_003_016_268,37.3593406677246,3,16,268,hds_00_003_016_000
hds_00_003_016_269,37.408840179443395,3,16,269,hds_00_003_016_000
hds_00_003_016_270,37.0723762512207,3,16,270,hds_00_003_016_000
hds_00_003_016_271,37.458927154541,3,16,271,hds_00_003_016_000
hds_00_003_016_272,37.5546112060547,3,16,272,hds_00_003_016_000
hds_00_003_016_273,37.28464889526371,3,16,273,hds_00_003_016_000
hds_00_003_016_274,37.7313461303711,3,16,274,hds_00_003_016_000
hds_00_003_016_275,37.3614158630371,3,16,275,hds_00_003_016_000
hds_00_003_016_276,37.1021728515625,3,16,276,hds_00_003_016_000
hds_00_003_016_277,37.490478515625,3,16,277,hds_00_003_016_000
hds_00_003_016_278,37.3388710021973,3,16,278,hds_00_003_016_000
hds_00_003_016_279,37.175865173339794,3,16,279,hds_00_003_016_000
hds_00_003_016_280,37.0879783630371,3,16,280,hds_00_003_016_000
hds_00_003_016_281,37.358570098877,3,16,281,hds_00_003_016_000
hds_00_003_016_282,37.3159980773926,3,16,282,hds_00_003_016_000
hds_00_003_016_283,37.20847702026371,3,16,283,hds_00_003_016_000
hds_00_003_016_284,36.9566421508789,3,16,284,hds_00_003_016_000
hds_00_003_016_285,37.2999382019043,3,16,285,hds_00_003_016_000
hds_00_003_016_286,37.024040222168004,3,16,286,hds_00_003_016_000
hds_00_003_016_287,36.9982566833496,3,16,287,hds_00_003_016_000
hds_00_003_016_288,37.2228355407715,3,16,288,hds_00_003_016_000
hds_00_003_016_289,36.464897155761705,3,16,289,hds_00_003_016_000
hds_00_003_016_290,36.363853454589794,3,16,290,hds_00_003_016_000
hds_00_003_016_291,36.2436981201172,3,16,291,hds_00_003_016_000
hds_00_003_016_292,36.821708679199205,3,16,292,hds_00_003_016_000
hds_00_003_016_293,37.11631393432621,3,16,293,hds_00_003_016_000
hds_00_003_016_294,37.21864700317379,3,16,294,hds_00_003_016_000
hds_00_003_016_295,36.6117362976074,3,16,295,hds_00_003_016_000
hds_00_003_016_296,36.521701812744105,3,16,296,hds_00_003_016_000
hds_00_003_016_297,36.3933219909668,3,16,297,hds_00_003_016_000
hds_00_003_016_298,36.8998680114746,3,16,298,hds_00_003_016_000
hds_00_003_016_299,36.3289909362793,3,16,299,hds_00_003_016_000
hds_00_003_016_300,37.394935607910206,3,16,300,hds_00_003_016_000
hds_00_003_016_301,37.386528015136705,3,16,301,hds_00_003_016_000
hds_00_003_016_302,37.23032760620121,3,16,302,hds_00_003_016_000
hds_00_003_016_303,36.877471923828104,3,16,303,hds_00_003_016_000
hds_00_003_016_304,37.054443359375,3,16,304,hds_00_003_016_000
hds_00_003_016_305,37.563026428222706,3,16,305,hds_00_003_016_000
hds_00_003_016_306,36.9250526428223,3,16,306,hds_00_003_016_000
hds_00_003_016_307,36.981849670410206,3,16,307,hds_00_003_016_000
hds_00_003_016_308,36.953273773193395,3,16,308,hds_00_003_016_000
hds_00_003_016_309,36.845142364502,3,16,309,hds_00_003_016_000
hds_00_003_016_310,37.234283447265604,3,16,310,hds_00_003_016_000
hds_00_003_016_311,37.415153503418004,3,16,311,hds_00_003_016_000
hds_00_003_016_312,37.117439270019496,3,16,312,hds_00_003_016_000
hds_00_003_016_313,37.0122222900391,3,16,313,hds_00_003_016_000
hds_00_003_016_314,37.0194511413574,3,16,314,hds_00_003_016_000
hds_00_003_016_315,36.975517272949205,3,16,315,hds_00_003_016_000
hds_00_003_016_316,37.307346343994105,3,16,316,hds_00_003_016_000
hds_00_003_016_317,37.01084518432621,3,16,317,hds_00_003_016_000
hds_00_003_016_318,37.2909049987793,3,16,318,hds_00_003_016_000
hds_00_003_016_319,37.6100463867188,3,16,319,hds_00_003_016_000
hds_00_003_016_320,37.1154327392578,3,16,320,hds_00_003_016_000
hds_00_003_016_321,37.0813102722168,3,16,321,hds_00_003_016_000
hds_00_003_016_322,37.1836700439453,3,16,322,hds_00_003_016_000
hds_00_003_016_323,37.129341125488295,3,16,323,hds_00_003_016_000
hds_00_003_016_324,37.2421875,3,16,324,hds_00_003_016_000
hds_00_003_016_325,37.16518020629879,3,16,325,hds_00_003_016_000
hds_00_003_016_326,37.2111167907715,3,16,326,hds_00_003_016_000
hds_00_003_016_327,37.440032958984396,3,16,327,hds_00_003_016_000
hds_00_003_016_328,37.129402160644496,3,16,328,hds_00_003_016_000
hds_00_003_016_329,37.4231185913086,3,16,329,hds_00_003_016_000
hds_00_003_016_330,37.212131500244105,3,16,330,hds_00_003_016_000
hds_00_003_016_331,36.8848075866699,3,16,331,hds_00_003_016_000
hds_00_003_016_332,36.9610176086426,3,16,332,hds_00_003_016_000
hds_00_003_016_333,37.425018310546896,3,16,333,hds_00_003_016_000
hds_00_003_016_334,37.4239387512207,3,16,334,hds_00_003_016_000
