"SIMULATED EQUIVALENT"   "OBSERVED VALUE"    "OBSERVATION NAME"
   1.86659627619E+02   1.96000000000E+02  h22345.6    
   1.86585100102E+02   1.92430000000E+02  h22345.7    
   2.16580367424E+02   2.50000000000E+02  h22387.1    
   2.01312689162E+02   2.07800000000E+02  h22387.2    
   1.65974915924E+02   2.40200000000E+02  h22387.3    
   1.81721335730E+02   2.39340000000E+02  h22387.4    
   1.88976941289E+02   2.27690000000E+02  h22387.5    
   1.82608258849E+02   2.29850000000E+02  h22387.6    
   1.83607452229E+02   2.36200000000E+02  h22387.7    
   1.86363281115E+02   2.35680000000E+02  h22387.8    
   1.77807393542E+02   2.06520000000E+02  h22403.1    
   1.77784609920E+02   1.99670000000E+02  h22403.2    
   1.77756956605E+02   1.99700000000E+02  h22403.3    
   1.77729923014E+02   1.94320000000E+02  h22403.4    
   1.77702623590E+02   1.89190000000E+02  h22403.5    
   1.77647250825E+02   1.82350000000E+02  h22403.6    
   1.77574437438E+02   1.78720000000E+02  h22403.7    
   1.77578965162E+02   1.92380000000E+02  h22403.8    
   1.77505235707E+02   1.91750000000E+02  h22403.9    
   1.77435056458E+02   1.96980000000E+02  h22403.10   
   1.77368131669E+02   1.90950000000E+02  h22403.11   
   1.77298634733E+02   1.95610000000E+02  h22403.12   
   1.77263893113E+02   1.97700000000E+02  h22403.13   
   1.77226336743E+02   1.89320000000E+02  h22403.14   
   1.77190625916E+02   1.92730000000E+02  h22403.15   
   1.77155508579E+02   1.98480000000E+02  h22403.16   
   1.77121783492E+02   1.96130000000E+02  h22403.17   
   1.77055769209E+02   1.90730000000E+02  h22403.18   
   1.76988035560E+02   1.85950000000E+02  h22403.19   
   1.76926645941E+02   1.87090000000E+02  h22403.20   
   1.76863599685E+02   1.89950000000E+02  h22403.21   
   1.76801482687E+02   1.88980000000E+02  h22403.22   
   1.76740664721E+02   1.89370000000E+02  h22403.23   
   1.76679909431E+02   1.91750000000E+02  h22403.24   
   1.76620384923E+02   1.84570000000E+02  h22403.25   
   1.76562187950E+02   1.88320000000E+02  h22403.26   
   1.75470096435E+02   2.10000000000E+02  h22413.1    
   1.30978372387E+02   2.09520000000E+02  h22413.2    
   1.22456238620E+02   2.06300000000E+02  h22413.3    
   1.23131419722E+02   2.04280000000E+02  h22413.4    
   1.46913291726E+02   1.94610000000E+02  h22413.5    
   1.52385592495E+02   2.00020000000E+02  h22413.6    
   1.50981332777E+02   2.04930000000E+02  h22413.7    
   1.53478574849E+02   2.02000000000E+02  h22413.8    
   1.41941518881E+02   1.96070000000E+02  h22413.9    
   1.92049931605E+02   1.99400000000E+02  h22422.1    
   1.91956715086E+02   1.98060000000E+02  h22422.2    
   1.91744965357E+02   1.96900000000E+02  h22422.3    
   1.91785686966E+02   1.98500000000E+02  h22422.4    
   1.92000396701E+02   2.00760000000E+02  h22422.5    
   1.92179880269E+02   2.00320000000E+02  h22422.6    
   1.91872214893E+02   1.98100000000E+02  h22422.7    
   1.92149968374E+02   1.96350000000E+02  h22422.8    
   1.92017311682E+02   1.96110000000E+02  h22422.9    
   1.92231896581E+02   1.97250000000E+02  h22422.10   
   1.92830312117E+02   2.00800000000E+02  h22422.11   
   1.93315647277E+02   1.98000000000E+02  h22422.12   
   1.93140265954E+02   1.97730000000E+02  h22422.13   
   2.08343819439E+02   2.54000000000E+02  h22429.1    
   1.82034427536E+02   2.48900000000E+02  h22429.2    
   1.82188942923E+02   2.53620000000E+02  h22429.3    
   1.88766005904E+02   2.42630000000E+02  h22429.4    
   1.89764442780E+02   2.42190000000E+02  h22429.5    
   1.90188404034E+02   2.37850000000E+02  h22429.6    
   1.87513377107E+02   2.43620000000E+02  h22429.7    
   2.43334136726E+02   2.66600000000E+02  h22440.1    
   2.32196328882E+02   2.67700000000E+02  h22440.2    
   2.29842076793E+02   2.66830000000E+02  h22440.3    
   2.17135302739E+02   2.58000000000E+02  h22440.4    
   2.15732442219E+02   2.59580000000E+02  h22440.5    
   2.03553181024E+02   2.60000000000E+02  h22440.6    
   1.93322612612E+02   2.62170000000E+02  h22440.7    
   1.92391178940E+02   2.62610000000E+02  h22440.8    
   1.92535365884E+02   2.53230000000E+02  h22440.9    
   2.03388673742E+02   2.58770000000E+02  h22440.10   
   2.05423670274E+02   2.59460000000E+02  h22440.11   
   2.07520155106E+02   2.58330000000E+02  h22440.12   
   2.08461922313E+02   2.58820000000E+02  h22440.13   
   2.07426755988E+02   2.57630000000E+02  h22440.14   
   2.08629542623E+02   2.56950000000E+02  h22440.15   
   2.01050982543E+02   2.57600000000E+02  h22440.16   
   2.01275838120E+02   2.56380000000E+02  h22440.17   
   2.01424909023E+02   2.55000000000E+02  h22440.18   
   2.02049410256E+02   2.52560000000E+02  h22440.19   
   2.03778871437E+02   2.52400000000E+02  h22440.20   
   2.13695817326E+02   2.17810000000E+02  h22444.1    
   2.13594871889E+02   2.26900000000E+02  h22444.2    
   2.12984088376E+02   2.21100000000E+02  h22444.3    
   2.07244844802E+02   2.01160000000E+02  h22444.4    
   2.06197907902E+02   1.99190000000E+02  h22444.5    
   2.05606971496E+02   1.99520000000E+02  h22444.6    
   2.06268491153E+02   2.00630000000E+02  h22444.7    
   2.02959994591E+02   2.00100000000E+02  h22444.8    
   1.99733400273E+02   1.98650000000E+02  h22444.9    
   1.97333962964E+02   1.96750000000E+02  h22444.10   
   1.95617103803E+02   1.95820000000E+02  h22444.11   
   1.94031538373E+02   1.97550000000E+02  h22444.12   
   1.94578742182E+02   1.92540000000E+02  h22444.13   
   1.95124731471E+02   1.90660000000E+02  h22444.14   
   1.93176590340E+02   1.91400000000E+02  h22444.15   
   1.91416957700E+02   1.93800000000E+02  h22444.16   
   1.89231652965E+02   1.95150000000E+02  h22444.17   
   1.88207143712E+02   1.90000000000E+02  h22444.18   
   1.88235605137E+02   1.88760000000E+02  h22444.19   
   1.88220524913E+02   1.85550000000E+02  h22444.20   
   1.85774095465E+02   1.88000000000E+02  h22444.21   
   1.80981941969E+02   1.90740000000E+02  h22444.22   
   1.70909362579E+02   1.89200000000E+02  h22444.23   
   1.65877594904E+02   1.90030000000E+02  h22444.24   
   1.62577251643E+02   1.89940000000E+02  h22444.25   
   1.59535458578E+02   1.88390000000E+02  h22444.26   
   1.55647810130E+02   1.93990000000E+02  h22444.27   
   1.53862829497E+02   1.83660000000E+02  h22444.28   
   1.81130854601E+02   1.94220000000E+02  h22446.1    
   1.81117264907E+02   2.02540000000E+02  h22446.2    
   1.81104118715E+02   1.99550000000E+02  h22446.3    
   1.81092204656E+02   1.99330000000E+02  h22446.4    
   1.81079950047E+02   1.94920000000E+02  h22446.5    
   1.81054013861E+02   1.92210000000E+02  h22446.6    
   1.81023777403E+02   1.90640000000E+02  h22446.7    
   1.80994143411E+02   1.93500000000E+02  h22446.8    
   1.80996095494E+02   1.95650000000E+02  h22446.9    
   1.80937284565E+02   1.93650000000E+02  h22446.10   
   1.80941254461E+02   1.93740000000E+02  h22446.11   
   1.80900514940E+02   1.96110000000E+02  h22446.12   
   1.80905306084E+02   1.97680000000E+02  h22446.13   
   2.13249752043E+02   2.15470000000E+02  h22465.1    
   2.09944980569E+02   2.14350000000E+02  h22465.2    
   2.06246011398E+02   2.06580000000E+02  h22465.3    
   1.91800988917E+02   2.03500000000E+02  h22465.4    
   1.88620850653E+02   2.12670000000E+02  h22465.5    
   1.85561021120E+02   2.12330000000E+02  h22465.6    
   1.83008344515E+02   2.12650000000E+02  h22465.7    
   1.80599230399E+02   2.10850000000E+02  h22465.8    
   2.13117862688E+02   2.18000000000E+02  h22564.1    
   2.15386028328E+02   2.19790000000E+02  h22564.2    
   2.12287202946E+02   2.17580000000E+02  h22564.3    
   2.10792620663E+02   2.14530000000E+02  h22564.4    
   2.06947168145E+02   2.17350000000E+02  h22564.5    
   2.01135670948E+02   2.16120000000E+02  h22564.6    
   2.00265604764E+02   2.16150000000E+02  h22564.7    
   2.39167270970E+02   2.36500000000E+02  h22586.1    
   2.39007275063E+02   2.38000000000E+02  h22586.2    
   2.33060185523E+02   2.42200000000E+02  h22586.3    
   2.32486279586E+02   2.39670000000E+02  h22586.4    
   2.31952676780E+02   2.38250000000E+02  h22586.5    
   2.31446135323E+02   2.38180000000E+02  h22586.6    
   2.30932619043E+02   2.37000000000E+02  h22586.7    
   2.30475103429E+02   2.35250000000E+02  h22586.8    
   2.30083732907E+02   2.35700000000E+02  h22586.9    
   2.30755094938E+02   2.36500000000E+02  h22586.10   
   2.32723459116E+02   2.37250000000E+02  h22586.11   
   2.32657706287E+02   2.36420000000E+02  h22586.12   
   2.32543877957E+02   2.37790000000E+02  h22586.13   
   2.32461881908E+02   2.37580000000E+02  h22586.14   
   2.32394043505E+02   2.34380000000E+02  h22586.15   
   2.31737987247E+02   2.26970000000E+02  h22586.16   
   1.73157988108E+02   2.56230000000E+02  h22590.1    
   1.70547050372E+02   2.62880000000E+02  h22590.2    
   1.75095134388E+02   2.44350000000E+02  h22590.3    
   1.83141738474E+02   2.43630000000E+02  h22590.4    
   1.78196574584E+02   2.44160000000E+02  h22590.5    
   1.78196574584E+02   2.44060000000E+02  h22590.6    
   1.77525517951E+02   2.43490000000E+02  h22590.7    
   1.81278275872E+02   1.99810000000E+02  h22591.1    
   1.79321968293E+02   2.01540000000E+02  h22591.2    
   1.74943599163E+02   2.00630000000E+02  h22591.3    
   1.72555723905E+02   2.01290000000E+02  h22591.4    
   1.70966426819E+02   1.98950000000E+02  h22591.5    
   1.81444393301E+02   1.96050000000E+02  h22591.6    
   1.84729393951E+02   1.95720000000E+02  h22591.7    
   1.76483356419E+02   1.95680000000E+02  h22591.8    
   1.35267599064E+02   1.85460000000E+02  h22591.9    
   1.36550532872E+02   1.85320000000E+02  h22591.10   
   1.41799285611E+02   1.87460000000E+02  h22591.11   
   1.43989792483E+02   1.84400000000E+02  h22591.12   
   1.43497762706E+02   1.84230000000E+02  h22591.13   
   1.44615780649E+02   1.82590000000E+02  h22591.14   
   1.42006589559E+02   1.82580000000E+02  h22591.15   
   1.41513089033E+02   1.81490000000E+02  h22591.16   
   1.40632151458E+02   1.86920000000E+02  h22591.17   
   1.43380611008E+02   1.85700000000E+02  h22591.18   
   1.45574002035E+02   1.85260000000E+02  h22591.19   
   1.44103365791E+02   1.86850000000E+02  h22591.20   
   1.40276469833E+02   1.83550000000E+02  h22591.21   
   1.40751199519E+02   1.82680000000E+02  h22591.22   
   1.40023561226E+02   1.82170000000E+02  h22591.23   
   1.40149156975E+02   1.81880000000E+02  h22591.24   
   1.38608468249E+02   1.81400000000E+02  h22591.25   
   1.38389283376E+02   1.79550000000E+02  h22591.26   
   1.35358168036E+02   1.75850000000E+02  h22591.27   
   1.33272754777E+02   1.78050000000E+02  h22591.28   
   1.32993904712E+02   1.75150000000E+02  h22591.29   
   1.33074611443E+02   1.76300000000E+02  h22591.30   
   1.32781986353E+02   1.77560000000E+02  h22591.31   
   1.30811284983E+02   1.74770000000E+02  h22591.32   
   1.29558423353E+02   1.73860000000E+02  h22591.33   
   2.20970028898E+02   2.49000000000E+02  h22593.1    
   1.65488996212E+02   2.11460000000E+02  h22593.2    
   1.63628531290E+02   2.19600000000E+02  h22593.3    
   1.73331119093E+02   2.17070000000E+02  h22593.4    
   1.75200478252E+02   2.19530000000E+02  h22593.5    
   1.77965915812E+02   2.20720000000E+02  h22593.6    
   1.76064408187E+02   2.20520000000E+02  h22593.7    
   1.72525293753E+02   2.16620000000E+02  h22593.8    
   1.71253123621E+02   2.15170000000E+02  h22593.9    
   1.89768622814E+02   2.08190000000E+02  h22596.1    
   1.90080330855E+02   2.06810000000E+02  h22596.2    
   1.92295421863E+02   2.09790000000E+02  h22596.3    
   1.92357925738E+02   2.10400000000E+02  h22596.4    
   1.91793850695E+02   2.11470000000E+02  h22596.5    
   1.91157046232E+02   2.14120000000E+02  h22596.6    
   1.89646053036E+02   2.11740000000E+02  h22596.7    
   1.89229009250E+02   2.11130000000E+02  h22596.8    
   1.72271073609E+02   1.92370000000E+02  h22615.1    
   1.31789309286E+02   1.70710000000E+02  h22615.2    
   1.30337144183E+02   1.67710000000E+02  h22615.3    
   1.26218344743E+02   1.71240000000E+02  h22615.4    
   1.25394107961E+02   1.72120000000E+02  h22615.5    
   1.25192209799E+02   1.69580000000E+02  h22615.6    
   1.24798103999E+02   1.76640000000E+02  h22615.7    
   1.22455716791E+02   1.70430000000E+02  h22615.8    
   1.21364783428E+02   1.69730000000E+02  h22615.9    
   1.99674241371E+02   2.47380000000E+02  h22616.1    
   2.00370310431E+02   2.45310000000E+02  h22616.2    
   1.99224755259E+02   2.42510000000E+02  h22616.3    
   1.98343609625E+02   2.46130000000E+02  h22616.4    
   1.96459075252E+02   2.40650000000E+02  h22616.5    
   1.96274568197E+02   2.39040000000E+02  h22616.6    
   1.62708772605E+02   1.53430000000E+02  h22617.1    
   1.61069996718E+02   1.47480000000E+02  h22617.2    
   1.60800142373E+02   1.48350000000E+02  h22617.3    
   1.59867400257E+02   1.50400000000E+02  h22617.4    
   1.52249659571E+02   1.50940000000E+02  h22617.5    
   1.44790674048E+02   1.50470000000E+02  h22617.6    
   1.42024437564E+02   1.46250000000E+02  h22617.7    
   1.40801800322E+02   1.44450000000E+02  h22617.8    
   2.18094845079E+02   2.19950000000E+02  h22623.1    
   2.17898395557E+02   2.23280000000E+02  h22623.2    
   2.17320495163E+02   2.20630000000E+02  h22623.3    
   2.16861958720E+02   2.20100000000E+02  h22623.4    
   2.14145266397E+02   2.19080000000E+02  h22623.5    
   2.13198489878E+02   2.17300000000E+02  h22623.6    
   2.13304335307E+02   2.16030000000E+02  h22623.7    
   2.16783108376E+02   2.15910000000E+02  h22623.8    
   2.17594936322E+02   2.09630000000E+02  h22623.9    
   2.17918155604E+02   2.05520000000E+02  h22623.10   
   2.18035825756E+02   2.01330000000E+02  h22623.11   
   2.18070479989E+02   1.99170000000E+02  h22623.12   
   2.15822010697E+02   1.95150000000E+02  h22623.13   
   2.13854760467E+02   1.93200000000E+02  h22623.14   
   2.13283977018E+02   1.96020000000E+02  h22623.15   
   2.13007441112E+02   1.94150000000E+02  h22623.16   
   2.12664742086E+02   1.92640000000E+02  h22623.17   
   2.10759790870E+02   1.90370000000E+02  h22623.18   
   2.10190705487E+02   1.88290000000E+02  h22623.19   
   2.07467611067E+02   1.87400000000E+02  h22623.20   
   2.06562423653E+02   1.86900000000E+02  h22623.21   
   2.01432615426E+02   1.84300000000E+02  h22623.22   
   1.99330389137E+02   1.77400000000E+02  h22623.23   
   1.98000190368E+02   1.76900000000E+02  h22623.24   
   1.95539484769E+02   1.72500000000E+02  h22623.25   
   1.94841451773E+02   1.71500000000E+02  h22623.26   
   1.96754333366E+02   1.75200000000E+02  h22623.27   
   1.73379615632E+02   1.75100000000E+02  h22623.28   
   1.65439366276E+02   1.74000000000E+02  h22623.29   
   1.61550712139E+02   1.70400000000E+02  h22623.30   
   1.59417374662E+02   1.65200000000E+02  h22623.31   
   1.60092878526E+02   1.65300000000E+02  h22623.32   
   1.74466191085E+02   1.61700000000E+02  h22623.33   
   1.76600082131E+02   1.61600000000E+02  h22623.34   
   1.63449966421E+02   1.60400000000E+02  h22623.35   
   1.59228232241E+02   1.58600000000E+02  h22623.36   
   1.57504822347E+02   1.57400000000E+02  h22623.37   
   1.31734770429E+02   1.92620000000E+02  h22623.38   
   1.30284590936E+02   1.95530000000E+02  h22623.39   
   1.31112886211E+02   1.68540000000E+02  h22623.40   
   1.32661405019E+02   1.69950000000E+02  h22623.41   
   1.34730249755E+02   1.70580000000E+02  h22623.42   
   1.34464662936E+02   1.75950000000E+02  h22623.43   
   1.32022625825E+02   1.77950000000E+02  h22623.44   
   1.30796319588E+02   1.72380000000E+02  h22623.45   
   2.15657576694E+02   2.44960000000E+02  h22627.1    
   2.13804589323E+02   2.44810000000E+02  h22627.2    
   2.10897351221E+02   2.44250000000E+02  h22627.3    
   2.08848808721E+02   2.42140000000E+02  h22627.4    
   2.03805550766E+02   2.39580000000E+02  h22627.5    
   1.44705043304E+02   1.95000000000E+02  h22627.6    
   1.43359674712E+02   1.88650000000E+02  h22627.7    
   1.49505257417E+02   1.86930000000E+02  h22627.8    
   1.54600473736E+02   1.88650000000E+02  h22627.9    
   1.56622212532E+02   1.95140000000E+02  h22627.10   
   1.56374216136E+02   1.96280000000E+02  h22627.11   
   1.51090917620E+02   1.96360000000E+02  h22627.12   
   1.49768408259E+02   1.92800000000E+02  h22627.13   
   1.71437600299E+02   1.69790000000E+02  h22638.1    
   1.64412074906E+02   1.64490000000E+02  h22638.2    
   1.71358762638E+02   1.68510000000E+02  h22638.3    
   1.68745025008E+02   1.72800000000E+02  h22638.4    
   1.67301244380E+02   1.73690000000E+02  h22638.5    
   1.62808634113E+02   1.69700000000E+02  h22638.6    
   1.59400102815E+02   1.66770000000E+02  h22638.7    
   1.58290207290E+02   1.67180000000E+02  h22638.8    
   2.13714098298E+02   2.60000000000E+02  h22659.1    
   2.03812608665E+02   2.51920000000E+02  h22659.2    
   2.02442036690E+02   2.39630000000E+02  h22659.3    
   2.02708662291E+02   2.48950000000E+02  h22659.4    
   2.07124733674E+02   2.47880000000E+02  h22659.5    
   2.05539931973E+02   2.48030000000E+02  h22659.6    
   2.05554545937E+02   2.49890000000E+02  h22659.7    
   2.01042035834E+02   2.43660000000E+02  h22659.8    
   1.99949576335E+02   2.48220000000E+02  h22659.9    
   2.12412912160E+02   1.89900000000E+02  h22665.1    
   2.12224085602E+02   1.96740000000E+02  h22665.2    
   2.10330252841E+02   1.93840000000E+02  h22665.3    
   2.09352265601E+02   1.93940000000E+02  h22665.4    
   1.98484678879E+02   1.90700000000E+02  h22665.5    
   1.96501483595E+02   1.76610000000E+02  h22665.6    
   1.93340395156E+02   1.70830000000E+02  h22665.7    
   1.83136957706E+02   1.63300000000E+02  h22665.8    
   1.84337482692E+02   1.61200000000E+02  h22665.9    
